"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
573,"Microcosmos Paradise","A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria",2006,1,6,"2.99",105,"22.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'boat':9 'charact':5 'microcosmo':1 'must':14 'nigeria':20 'paradis':2 'shark':18 'sink':15 'student':12 'studi':6 'touch':4"
575,"Midsummer Groundhog","A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan",2006,1,3,"4.99",48,"27.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5"
579,"Minds Truman","A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery",2006,1,3,"4.99",149,"22.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':18 'crocodil':12 'databas':17 'mad':8 'mind':1 'monasteri':21 'must':14 'outgun':15 'scientist':9 'taut':4 'truman':2 'yarn':5"
583,"Mission Zoolander","A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House",2006,1,3,"4.99",164,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'fun':22 'hous':23 'intrepid':4 'meet':15 'mission':1 'must':14 'shark':18 'stori':5 'sumo':8 'teacher':12 'wrestler':9 'zooland':2"
584,"Mixed Doors","A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India",2006,1,6,"2.99",180,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':18 'door':2 'drama':5 'india':19 'lumberjack':11 'mix':1 'must':13 'pioneer':16 'succumb':14 'taut':4 'woman':8"
585,"Mob Duffel","A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies",2006,1,4,"0.99",105,"25.99","G","2013-05-26 14:50:58.951","{Trailers}","'boat':11 'boy':16 'canadian':19 'documentari':5 'duffel':2 'frisbe':8 'meet':14 'mob':1 'must':13 'rocki':20 'unbeliev':4"
586,"Mockingbird Hollywood","A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin",2006,1,4,"0.99",60,"27.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':18 'car':11 'compos':16 'hollywood':2 'man':8 'mockingbird':1 'must':13 'panorama':5 'sink':14 'thought':4"
587,"Mod Secretary","A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans",2006,1,6,"4.99",77,"20.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'bore':4 'build':15 'cat':12 'cow':9 'documentari':5 'lumberjack':17 'mad':8 'mod':1 'must':14 'new':19 'orlean':20 'secretari':2"
589,"Modern Dorado","A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans",2006,1,3,"0.99",74,"20.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boy':19 'butler':10 'dorado':2 'inspir':6 'modern':1 'must':16 'new':21 'orlean':22 'redeem':17 'stori':7 'sumo':13 'wrestler':14"
591,"Monsoon Cause","A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat",2006,1,6,"4.99",182,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19"
592,"Monster Spartacus","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia",2006,1,6,"2.99",107,"28.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'australia':20 'cat':13 'fast':5 'fast-pac':4 'fight':16 'girl':18 'monster':1 'must':15 'pace':6 'spartacus':2 'stori':7 'waitress':10"
594,"Montezuma Command","A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat",2006,1,6,"0.99",126,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'battl':14 'boat':20 'butler':11,16 'command':2 'jet':19 'montezuma':1 'must':13 'reflect':5 'thrill':4 'waitress':8"
595,"Moon Bunch","A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory",2006,1,7,"0.99",83,"20.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'baloon':20 'beauti':4 'bunch':2 'cat':17 'challeng':15 'cow':12 'factori':21 'mad':11 'moon':1 'must':14 'tale':5"
596,"Moonshine Cabin","A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat",2006,1,4,"4.99",171,"25.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4"
598,"Mosquito Armageddon","A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan",2006,1,6,"0.99",57,"22.99","G","2013-05-26 14:50:58.951","{Trailers}","'ancient':19 'armageddon':2 'build':15 'charact':5 'feminist':12 'japan':20 'mosquito':1 'must':14 'studi':6 'teacher':17 'thought':4 'waitress':9"
599,"Mother Oleander","A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China",2006,1,3,"0.99",103,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':18 'bore':4 'boy':11 'china':19 'fight':14 'husband':8 'mother':1 'must':13 'oleand':2 'squirrel':16 'tale':5"
601,"Moulin Wake","A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft",2006,1,4,"0.99",79,"20.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'abandon':20 'astound':4 'battl':15 'cat':12 'forens':8 'mine':21 'moulin':1 'must':14 'psychologist':9 'shaft':22 'stori':5 'teacher':17 'wake':2"
603,"Movie Shakespeare","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin",2006,1,6,"4.99",53,"27.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'berlin':19 'build':15 'databas':8 'display':5 'hunter':17 'insight':4 'movi':1 'must':14 'shakespear':2 'student':12"
609,"Muscle Bright","A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India",2006,1,7,"2.99",185,"23.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':19 'bright':2 'husband':12 'india':20 'madman':17 'muscl':1 'must':14 'panorama':5 'redeem':15 'stun':4 'sumo':8 'wrestler':9"
615,"Nash Chocolat","A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft",2006,1,6,"2.99",180,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':21 'chocolat':2 'cow':12 'epic':4 'forens':17 'kill':15 'mad':11 'mine':22 'monkey':8 'must':14 'nash':1 'psychologist':18 'reflect':5 'shaft':23"
617,"Natural Stock","A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory",2006,1,4,"0.99",50,"24.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'baloon':22 'car':19 'defeat':17 'factori':23 'fast':5 'fast-pac':4 'girl':14 'must':16 'natur':1 'pace':6 'stock':2 'stori':7 'sumo':10 'wrestler':11"
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,3,"0.99",132,"21.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13"
619,"Neighbors Charade","A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park",2006,1,3,"0.99",161,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'amus':20 'astronaut':11 'charad':2 'crocodil':8 'fanci':4 'feminist':16 'must':13 'neighbor':1 'outrac':14 'park':21 'reflect':5"
620,"Nemo Campus","A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",2006,1,5,"2.99",131,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'campus':2 'lacklustur':4 'manhattan':19 'monkey':8 'must':13 'nemo':1 'outrac':14 'penthous':20 'reflect':5 'squirrel':11 'woman':16"
621,"Network Peak","A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California",2006,1,5,"2.99",75,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':11 'butler':8 'california':19 'mad':16 'must':13 'network':1 'outgun':14 'peak':2 'reflect':5 'scientist':17 'unbeliev':4"
622,"Newsies Story","A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico",2006,1,4,"0.99",159,"25.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'action':5 'action-pack':4 'charact':7 'dog':11 'gulf':22 'lumberjack':14 'mexico':24 'moos':19 'must':16 'newsi':1 'outrac':17 'pack':6 'stori':2 'studi':8"
624,"Nightmare Chill","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft",2006,1,3,"4.99",149,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16"
628,"Northwest Polish","A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback",2006,1,5,"2.99",172,"24.99","PG","2013-05-26 14:50:58.951","{Trailers}","'bore':4 'boy':9 'charact':5 'must':15 'northwest':1 'outback':21 'outrac':16 'polish':2 'shark':13 'studi':6 'woman':18"
638,"Operation Operation","A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China",2006,1,7,"2.99",156,"23.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'charact':5 'china':20 'frisbe':12 'intrepid':4 'madman':17 'man':9 'must':14 'oper':1,2 'overcom':15 'studi':6"
640,"Opus Ice","A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert",2006,1,5,"4.99",102,"21.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boy':13 'desert':22 'discov':16 'drama':7 'fast':5 'fast-pac':4 'feminist':18 'hunter':10 'ice':2 'must':15 'opus':1 'pace':6 'sahara':21"
641,"Orange Grapes","A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat",2006,1,4,"0.99",76,"21.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astound':4 'boat':21 'butler':8 'documentari':5 'dog':16 'face':14 'grape':2 'must':13 'orang':1 'u':20 'u-boat':19 'woman':11"
643,"Orient Closer","A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert",2006,1,3,"2.99",118,"22.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'astound':4 'closer':2 'desert':21 'epistl':5 'fight':15 'must':14 'orient':1 'sahara':20 'squirrel':17 'teacher':12 'technic':8 'writer':9"
644,"Oscar Gold","A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia",2006,1,7,"2.99",115,"29.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':9 'databas':8 'dog':12 'face':15 'georgia':20 'gold':2 'insight':4 'madman':17 'must':14 'oscar':1 'soviet':19 'tale':5"
650,"Pacific Amistad","A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse",2006,1,3,"0.99",144,"27.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'amistad':2 'chef':17 'dog':8 'kill':14 'manhattan':20 'moos':11 'must':13 'pacif':1 'pastri':16 'penthous':21 'thrill':4 'yarn':5"
651,"Packer Madigan","A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park",2006,1,3,"0.99",84,"20.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'amus':22 'build':16 'display':5 'epic':4 'forens':12 'madigan':2 'must':15 'packer':1 'park':23 'psychologist':13 'sumo':8 'woman':18 'wrestler':9"
655,"Panther Reds","A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico",2006,1,5,"4.99",109,"22.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'brilliant':4 'gulf':19 'man':11 'mexico':21 'moos':8 'must':13 'panorama':5 'panther':1 'reach':14 'red':2 'teacher':16"
663,"Patient Sister","A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia",2006,1,7,"0.99",99,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'confront':14 'emot':4 'epistl':5 'georgia':19 'lumberjack':16 'must':13 'patient':1 'robot':11 'sister':2 'soviet':18 'squirrel':8"
665,"Patton Interview","A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin",2006,1,4,"2.99",175,"22.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'agent':12 'berlin':19 'cat':17 'compos':8 'documentari':5 'interview':2 'must':14 'patton':1 'secret':11 'succumb':15 'thrill':4"
666,"Paycheck Wait","A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert",2006,1,4,"4.99",145,"27.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boy':10 'desert':22 'discov':16 'inspir':6 'man':13 'moos':18 'must':15 'paycheck':1 'reflect':7 'sahara':21 'wait':2"
667,"Peach Innocent","A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin",2006,1,3,"2.99",160,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'berlin':20 'butler':18 'chase':16 'dentist':13 'drama':7 'innoc':2 'monkey':10 'must':15 'pack':6 'peach':1"
668,"Peak Forever","A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft",2006,1,7,"4.99",80,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'agent':12 'astronaut':17 'boat':8 'forev':2 'insight':4 'mine':21 'must':14 'peak':1 'reflect':5 'secret':11 'shaft':22 'vanquish':15"
671,"Perdition Fargo","A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin",2006,1,7,"4.99",99,"27.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'berlin':20 'car':10 'cat':13 'fargo':2 'fast':5 'fast-pac':4 'hunter':18 'must':15 'outgun':16 'pace':6 'perdit':1 'stori':7"
677,"Pianist Outfield","A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery",2006,1,6,"0.99",136,"25.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'boy':8 'intrepid':4 'lumberjack':17 'monasteri':20 'must':14 'outfield':2 'pianist':1 'pursu':15 'stori':5 'technic':11 'writer':12"
678,"Pickup Driving","A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory",2006,1,3,"2.99",77,"23.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'boat':11 'chef':17 'documentari':5 'drive':2 'factori':21 'husband':8 'meet':14 'must':13 'pastri':16 'pickup':1 'touch':4"
680,"Pinocchio Simon","A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California",2006,1,4,"4.99",103,"21.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'california':22 'feminist':20 'find':18 'mad':10 'must':17 'pack':6 'pinocchio':1 'reflect':7 'scientist':11 'shark':15 'simon':2"
681,"Pirates Roxanne","A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies",2006,1,4,"0.99",100,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'canadian':20 'drama':5 'lumberjack':11 'must':13 'overcom':14 'pirat':1 'rocki':21 'roxann':2 'shark':17 'stun':4 'woman':8"
690,"Pond Seattle","A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China",2006,1,7,"2.99",185,"25.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':18 'battl':14 'boat':11 'china':19 'drama':5 'feminist':16 'must':13 'pond':1 'seattl':2 'stun':4 'teacher':8"
691,"Poseidon Forever","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,6,"4.99",159,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8"
696,"Pride Alamo","A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India",2006,1,6,"0.99",114,"20.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'alamo':2 'ancient':20 'drama':5 'forens':12 'india':21 'must':15 'pride':1 'psychologist':13 'shark':9 'student':18 'thought':4 'vanquish':16"
698,"Princess Giant","A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank",2006,1,3,"2.99",71,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'battl':15 'chef':9 'giant':2 'monkey':12,17 'must':14 'pastri':8 'princess':1 'shark':20 'tank':21 'thrill':4 'yarn':5"
699,"Private Drop","A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon",2006,1,7,"4.99",106,"26.99","PG","2013-05-26 14:50:58.951","{Trailers}","'agent':18 'baloon':21 'drop':2 'hunter':12 'must':14 'privat':1 'secret':17 'stori':5 'stun':4 'succumb':15 'technic':8 'writer':9"
704,"Pure Runner","A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse",2006,1,3,"2.99",121,"25.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'challeng':14 'documentari':5 'madman':11 'manhattan':19 'must':13 'penthous':20 'pure':1 'runner':2 'squirrel':16 'student':8 'thought':4"
706,"Queen Luke","A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans",2006,1,5,"4.99",163,"22.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'boy':11 'challeng':14 'compos':16 'girl':8 'luke':2 'must':13 'new':18 'orlean':19 'queen':1 'stori':5"
707,"Quest Mussolini","A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory",2006,1,5,"2.99",177,"29.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':21 'battl':15 'chef':18 'drama':5 'factori':22 'fate':4 'husband':8 'mussolini':2 'must':14 'pastri':17 'quest':1 'sumo':11 'wrestler':12"
714,"Random Go","A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank",2006,1,6,"2.99",73,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'cat':16 'confront':14 'drama':5 'fate':4 'frisbe':8 'go':2 'must':13 'random':1 'shark':19 'student':11 'tank':20"
715,"Range Moonwalker","A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon",2006,1,3,"4.99",147,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'baloon':19 'confront':14 'crocodil':16 'dentist':11 'documentari':5 'hunter':8 'insight':4 'moonwalk':2 'must':13 'rang':1"
716,"Reap Unfaithful","A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention",2006,1,6,"2.99",136,"26.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'challeng':15 'compos':8 'convent':22 'cow':18 'epistl':5 'mad':17 'must':14 'mysql':21 'reap':1 'sumo':11 'thrill':4 'unfaith':2 'wrestler':12"
717,"Rear Trading","A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia",2006,1,6,"0.99",97,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'agent':15 'awe':5 'awe-inspir':4 'chef':21 'forens':10 'georgia':24 'inspir':6 'must':17 'pastri':20 'psychologist':11 'rear':1 'reflect':7 'secret':14 'soviet':23 'succumb':18 'trade':2"
718,"Rebel Airport","A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India",2006,1,7,"0.99",73,"24.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':9 'airport':2 'ancient':19 'boat':12 'databas':8 'husband':17 'india':20 'intrepid':4 'must':14 'outrac':15 'rebel':1 'yarn':5"
720,"Redemption Comforts","A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China",2006,1,3,"2.99",179,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'battl':14 'china':20 'comfort':2 'dentist':8 'documentari':5 'emot':4 'mad':16 'must':13 'redempt':1 'scientist':17 'woman':11"
721,"Reds Pocus","A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia",2006,1,7,"4.99",182,"23.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'georgia':20 'lacklustur':4 'monkey':17 'must':14 'pocus':2 'red':1 'redeem':15 'soviet':19 'squirrel':12 'sumo':8 'wrestler':9 'yarn':5"
722,"Reef Salute","A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon",2006,1,5,"0.99",123,"26.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':21 'battl':16 'dentist':18 'lumberjack':13 'must':15 'pack':6 'reef':1 'saga':7 'salut':2 'teacher':10"
723,"Reign Gentlemen","A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico",2006,1,3,"2.99",82,"29.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':16 'compos':8 'emot':4 'escap':14 'gentlemen':2 'gulf':19 'man':11 'mexico':21 'must':13 'reign':1 'yarn':5"
725,"Requiem Tycoon","A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery",2006,1,6,"4.99",167,"25.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':13 'cat':9 'charact':5 'databas':12 'monasteri':21 'must':15 'pursu':16 'requiem':1 'studi':6 'teacher':18 'tycoon':2 'unbeliev':4"
726,"Reservoir Adaptation","A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California",2006,1,7,"2.99",61,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'adapt':2 'california':18 'car':16 'drama':5 'intrepid':4 'kill':14 'moos':11 'must':13 'reservoir':1 'teacher':8"
728,"Reunion Witches","A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",2006,1,3,"0.99",63,"26.99","R","2013-05-26 14:50:58.951","{Commentaries}","'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'frisbe':12 'mad':17 'must':14 'redeem':15 'reunion':1 'scientist':18 'unbeliev':4 'witch':2"
729,"Rider Caddyshack","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria",2006,1,5,"2.99",177,"28.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'caddyshack':2 'chase':14 'monkey':8 'moos':16 'must':13 'nigeria':18 'reflect':5 'rider':1 'taut':4 'woman':11"
730,"Ridgemont Submarine","A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan",2006,1,3,"0.99",46,"28.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'compos':11 'cow':17 'drama':5 'japan':20 'mad':16 'must':13 'ridgemont':1 'sink':14 'submarin':2 'unbeliev':4 'waitress':8"
731,"Right Cranes","A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat",2006,1,7,"4.99",153,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':18 'boat':9,22 'cat':12 'charact':5 'crane':2 'databas':17 'fate':4 'find':15 'jet':21 'must':14 'right':1 'studi':6"
733,"River Outlaw","A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention",2006,1,4,"0.99",149,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'charact':5 'convent':21 'face':15 'hunter':17 'lumberjack':12 'must':14 'mysql':20 'outlaw':2 'river':1 'squirrel':9 'studi':6 'thrill':4"
735,"Robbers Joon","A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia",2006,1,7,"2.99",102,"26.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'confront':15 'forens':17 'georgia':21 'joon':2 'mad':8 'must':14 'psychologist':18 'robber':1 'scientist':9 'soviet':20 'stori':5 'thought':4 'waitress':12"
736,"Robbery Bright","A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan",2006,1,4,"0.99",134,"21.99","R","2013-05-26 14:50:58.951","{Trailers}","'ancient':18 'boat':16 'bright':2 'fight':14 'japan':19 'must':13 'reflect':5 'robberi':1 'robot':8 'squirrel':11 'taut':4"
737,"Rock Instinct","A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India",2006,1,4,"0.99",102,"28.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'astound':4 'astronaut':17 'charact':5 'india':20 'instinct':2 'moos':12 'must':14 'overcom':15 'robot':9 'rock':1 'studi':6"
738,"Rocketeer Mother","A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank",2006,1,3,"0.99",178,"27.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'charact':7 'discov':18 'inspir':6 'mother':2 'must':17 'robot':11 'rocket':1 'shark':23 'studi':8 'sumo':14 'tank':24 'woman':20 'wrestler':15"
